ACCIDENT_DATE,SEVERITY,Accident Count
2017-04-03,Fatal accident,1
2017-04-03,Other injury accident,30
2017-04-03,Serious injury accident,9
2017-04-04,Fatal accident,1
2017-04-04,Other injury accident,28
2017-04-04,Serious injury accident,8
2017-04-05,Other injury accident,25
2017-04-05,Serious injury accident,5
2017-04-06,Fatal accident,1
2017-04-06,Other injury accident,20
2017-04-06,Serious injury accident,14
2017-04-07,Fatal accident,4
2017-04-07,Other injury accident,31
2017-04-07,Serious injury accident,18
2017-04-08,Other injury accident,22
2017-04-08,Serious injury accident,17
2017-04-09,Fatal accident,1
2017-04-09,Other injury accident,26
2017-04-09,Serious injury accident,20
2017-04-10,Fatal accident,1
2017-04-10,Other injury accident,21
2017-04-10,Serious injury accident,12
2017-04-11,Fatal accident,1
2017-04-11,Other injury accident,33
2017-04-11,Serious injury accident,12
2017-04-12,Fatal accident,2
2017-04-12,Other injury accident,19
2017-04-12,Serious injury accident,11
2017-04-13,Fatal accident,1
2017-04-13,Other injury accident,27
2017-04-13,Serious injury accident,10
2017-04-14,Fatal accident,1
2017-04-14,Other injury accident,18
2017-04-14,Serious injury accident,11
2017-04-15,Fatal accident,1
2017-04-15,Other injury accident,16
2017-04-15,Serious injury accident,13
2017-04-16,Other injury accident,11
2017-04-16,Serious injury accident,11
2017-04-17,Other injury accident,20
2017-04-17,Serious injury accident,7
2017-04-18,Fatal accident,3
2017-04-18,Other injury accident,29
2017-04-18,Serious injury accident,9
2017-04-19,Fatal accident,1
2017-04-19,Other injury accident,16
2017-04-19,Serious injury accident,12
2017-04-20,Other injury accident,25
2017-04-20,Serious injury accident,10
2017-04-21,Fatal accident,4
2017-04-21,Other injury accident,34
2017-04-21,Serious injury accident,21
2017-04-22,Other injury accident,17
2017-04-22,Serious injury accident,14
2017-04-23,Fatal accident,1
2017-04-23,Other injury accident,11
2017-04-23,Serious injury accident,13
2017-04-24,Other injury accident,26
2017-04-24,Serious injury accident,12
2017-04-25,Fatal accident,1
2017-04-25,Other injury accident,25
2017-04-25,Serious injury accident,8
2017-04-26,Other injury accident,30
2017-04-26,Serious injury accident,8
2017-04-27,Other injury accident,25
2017-04-27,Serious injury accident,4
2017-04-28,Other injury accident,22
2017-04-28,Serious injury accident,1
2017-04-29,Other injury accident,19
2017-04-29,Serious injury accident,7
2017-04-30,Fatal accident,1
2017-04-30,Other injury accident,14
2017-04-30,Serious injury accident,8
2017-05-01,Fatal accident,1
2017-05-01,Other injury accident,24
2017-05-01,Serious injury accident,10
2017-05-02,Fatal accident,1
2017-05-02,Other injury accident,32
2017-05-02,Serious injury accident,8
2017-05-03,Other injury accident,31
2017-05-03,Serious injury accident,7
2017-05-04,Fatal accident,1
2017-05-04,Other injury accident,31
2017-05-04,Serious injury accident,15
2017-05-05,Fatal accident,1
2017-05-05,Other injury accident,34
2017-05-05,Serious injury accident,13
2017-05-06,Other injury accident,23
2017-05-06,Serious injury accident,6
2017-05-07,Other injury accident,21
2017-05-07,Serious injury accident,13
2017-05-08,Fatal accident,3
2017-05-08,Other injury accident,25
2017-05-08,Serious injury accident,5
2017-05-09,Other injury accident,19
2017-05-09,Serious injury accident,6
2017-05-10,Fatal accident,2
2017-05-10,Other injury accident,26
2017-05-10,Serious injury accident,13
2017-05-11,Other injury accident,16
2017-05-11,Serious injury accident,11
2017-05-12,Fatal accident,2
2017-05-12,Other injury accident,23
2017-05-12,Serious injury accident,10
2017-05-13,Other injury accident,18
2017-05-13,Serious injury accident,12
2017-05-14,Other injury accident,12
2017-05-14,Serious injury accident,7
2017-05-15,Fatal accident,1
2017-05-15,Other injury accident,24
2017-05-15,Serious injury accident,9
2017-05-16,Fatal accident,1
2017-05-16,Other injury accident,25
2017-05-16,Serious injury accident,9
2017-05-17,Other injury accident,19
2017-05-17,Serious injury accident,9
2017-05-18,Other injury accident,19
2017-05-18,Serious injury accident,9
2017-05-19,Fatal accident,1
2017-05-19,Other injury accident,24
2017-05-19,Serious injury accident,6
2017-05-20,Other injury accident,31
2017-05-20,Serious injury accident,12
2017-05-21,Other injury accident,21
2017-05-21,Serious injury accident,11
2017-05-22,Fatal accident,1
2017-05-22,Other injury accident,34
2017-05-22,Serious injury accident,11
2017-05-23,Other injury accident,17
2017-05-23,Serious injury accident,8
2017-05-24,Other injury accident,24
2017-05-24,Serious injury accident,11
2017-05-25,Fatal accident,1
2017-05-25,Other injury accident,12
2017-05-25,Serious injury accident,9
2017-05-26,Other injury accident,23
2017-05-26,Serious injury accident,16
2017-05-27,Fatal accident,1
2017-05-27,Other injury accident,18
2017-05-27,Serious injury accident,14
2017-05-28,Fatal accident,3
2017-05-28,Other injury accident,18
2017-05-28,Serious injury accident,7
2017-05-29,Other injury accident,26
2017-05-29,Serious injury accident,13
2017-05-30,Other injury accident,24
2017-05-30,Serious injury accident,9
2017-05-31,Other injury accident,30
2017-05-31,Serious injury accident,7
2017-06-01,Other injury accident,27
2017-06-01,Serious injury accident,8
2017-06-02,Other injury accident,21
2017-06-02,Serious injury accident,9
2017-06-03,Other injury accident,20
2017-06-03,Serious injury accident,14
2017-06-04,Other injury accident,20
2017-06-04,Serious injury accident,10
2017-06-05,Other injury accident,22
2017-06-05,Serious injury accident,11
2017-06-06,Other injury accident,27
2017-06-06,Serious injury accident,8
2017-06-07,Fatal accident,2
2017-06-07,Other injury accident,29
2017-06-07,Serious injury accident,10
2017-06-08,Fatal accident,1
2017-06-08,Other injury accident,29
2017-06-08,Serious injury accident,6
2017-06-09,Other injury accident,27
2017-06-09,Serious injury accident,9
2017-06-10,Other injury accident,20
2017-06-10,Serious injury accident,9
2017-06-11,Fatal accident,1
2017-06-11,Other injury accident,20
2017-06-11,Serious injury accident,10
2017-06-12,Other injury accident,13
2017-06-12,Serious injury accident,13
2017-06-13,Other injury accident,20
2017-06-13,Serious injury accident,10
2017-06-14,Fatal accident,1
2017-06-14,Other injury accident,20
2017-06-14,Serious injury accident,8
2017-06-15,Other injury accident,23
2017-06-15,Serious injury accident,8
2017-06-16,Other injury accident,23
2017-06-16,Serious injury accident,12
2017-06-17,Other injury accident,27
2017-06-17,Serious injury accident,16
2017-06-18,Fatal accident,1
2017-06-18,Other injury accident,16
2017-06-18,Serious injury accident,3
2017-06-19,Other injury accident,22
2017-06-19,Serious injury accident,7
2017-06-20,Fatal accident,1
2017-06-20,Other injury accident,33
2017-06-20,Serious injury accident,11
2017-06-21,Other injury accident,33
2017-06-21,Serious injury accident,7
2017-06-22,Other injury accident,14
2017-06-22,Serious injury accident,7
2017-06-23,Fatal accident,2
2017-06-23,Other injury accident,40
2017-06-23,Serious injury accident,14
2017-06-24,Fatal accident,1
2017-06-24,Other injury accident,23
2017-06-24,Serious injury accident,6
2017-06-25,Fatal accident,1
2017-06-25,Other injury accident,17
2017-06-25,Serious injury accident,5
2017-06-26,Other injury accident,19
2017-06-26,Serious injury accident,9
2017-06-27,Other injury accident,18
2017-06-27,Serious injury accident,10
2017-06-28,Other injury accident,23
2017-06-28,Serious injury accident,8
2017-06-29,Fatal accident,1
2017-06-29,Other injury accident,28
2017-06-29,Serious injury accident,7
2017-06-30,Fatal accident,1
2017-06-30,Other injury accident,22
2017-06-30,Serious injury accident,6
2017-07-01,Other injury accident,26
2017-07-01,Serious injury accident,12
2017-07-02,Fatal accident,2
2017-07-02,Other injury accident,19
2017-07-02,Serious injury accident,9
2017-07-03,Fatal accident,1
2017-07-03,Other injury accident,26
2017-07-03,Serious injury accident,8
2017-07-04,Other injury accident,26
2017-07-04,Serious injury accident,2
2017-07-05,Other injury accident,22
2017-07-05,Serious injury accident,14
2017-07-06,Fatal accident,1
2017-07-06,Other injury accident,22
2017-07-06,Serious injury accident,12
2017-07-07,Fatal accident,3
2017-07-07,Other injury accident,26
2017-07-07,Serious injury accident,11
2017-07-08,Other injury accident,13
2017-07-08,Serious injury accident,5
2017-07-09,Fatal accident,1
2017-07-09,Other injury accident,13
2017-07-09,Serious injury accident,8
2017-07-10,Other injury accident,16
2017-07-10,Serious injury accident,3
2017-07-11,Other injury accident,28
2017-07-11,Serious injury accident,6
2017-07-12,Other injury accident,20
2017-07-12,Serious injury accident,9
2017-07-13,Fatal accident,1
2017-07-13,Other injury accident,16
2017-07-13,Serious injury accident,6
2017-07-14,Fatal accident,2
2017-07-14,Other injury accident,24
2017-07-14,Serious injury accident,13
2017-07-15,Fatal accident,1
2017-07-15,Other injury accident,14
2017-07-15,Serious injury accident,7
2017-07-16,Fatal accident,1
2017-07-16,Other injury accident,15
2017-07-16,Serious injury accident,7
2017-07-17,Fatal accident,1
2017-07-17,Other injury accident,17
2017-07-17,Serious injury accident,4
2017-07-18,Fatal accident,3
2017-07-18,Other injury accident,19
2017-07-18,Serious injury accident,12
2017-07-19,Other injury accident,24
2017-07-19,Serious injury accident,5
2017-07-20,Fatal accident,2
2017-07-20,Other injury accident,18
2017-07-20,Serious injury accident,6
2017-07-21,Other injury accident,31
2017-07-21,Serious injury accident,14
2017-07-22,Fatal accident,1
2017-07-22,Other injury accident,15
2017-07-22,Serious injury accident,6
2017-07-23,Other injury accident,14
2017-07-23,Serious injury accident,7
2017-07-24,Fatal accident,1
2017-07-24,Other injury accident,23
2017-07-24,Serious injury accident,11
2017-07-25,Other injury accident,32
2017-07-25,Serious injury accident,6
2017-07-26,Other injury accident,28
2017-07-26,Serious injury accident,5
2017-07-27,Other injury accident,31
2017-07-27,Serious injury accident,5
2017-07-28,Other injury accident,23
2017-07-28,Serious injury accident,9
2017-07-29,Other injury accident,18
2017-07-29,Serious injury accident,6
2017-07-30,Other injury accident,11
2017-07-30,Serious injury accident,13
2017-07-31,Other injury accident,27
2017-07-31,Serious injury accident,13
2017-08-01,Other injury accident,20
2017-08-01,Serious injury accident,8
2017-08-02,Other injury accident,29
2017-08-02,Serious injury accident,7
2017-08-03,Other injury accident,25
2017-08-03,Serious injury accident,11
2017-08-04,Fatal accident,1
2017-08-04,Other injury accident,23
2017-08-04,Serious injury accident,6
2017-08-05,Fatal accident,2
2017-08-05,Other injury accident,21
2017-08-05,Serious injury accident,12
2017-08-06,Fatal accident,1
2017-08-06,Other injury accident,18
2017-08-06,Serious injury accident,11
2017-08-07,Other injury accident,29
2017-08-07,Serious injury accident,9
2017-08-08,Other injury accident,19
2017-08-08,Serious injury accident,12
2017-08-09,Fatal accident,2
2017-08-09,Other injury accident,17
2017-08-09,Serious injury accident,12
2017-08-10,Fatal accident,1
2017-08-10,Other injury accident,25
2017-08-10,Serious injury accident,8
2017-08-11,Fatal accident,2
2017-08-11,Other injury accident,21
2017-08-11,Serious injury accident,9
2017-08-12,Other injury accident,18
2017-08-12,Serious injury accident,9
2017-08-13,Fatal accident,2
2017-08-13,Other injury accident,18
2017-08-13,Serious injury accident,14
2017-08-14,Other injury accident,16
2017-08-14,Serious injury accident,12
2017-08-15,Fatal accident,2
2017-08-15,Other injury accident,22
2017-08-15,Serious injury accident,8
2017-08-16,Fatal accident,2
2017-08-16,Other injury accident,26
2017-08-16,Serious injury accident,5
2017-08-17,Fatal accident,1
2017-08-17,Other injury accident,18
2017-08-17,Serious injury accident,10
2017-08-18,Fatal accident,1
2017-08-18,Other injury accident,22
2017-08-18,Serious injury accident,11
2017-08-19,Other injury accident,16
2017-08-19,Serious injury accident,9
2017-08-20,Other injury accident,20
2017-08-20,Serious injury accident,9
2017-08-21,Other injury accident,26
2017-08-21,Serious injury accident,3
2017-08-22,Other injury accident,22
2017-08-22,Serious injury accident,7
2017-08-23,Other injury accident,24
2017-08-23,Serious injury accident,7
2017-08-24,Other injury accident,17
2017-08-24,Serious injury accident,13
2017-08-25,Fatal accident,1
2017-08-25,Other injury accident,20
2017-08-25,Serious injury accident,13
2017-08-26,Other injury accident,20
2017-08-26,Serious injury accident,12
2017-08-27,Fatal accident,2
2017-08-27,Other injury accident,11
2017-08-27,Serious injury accident,5
2017-08-28,Fatal accident,1
2017-08-28,Other injury accident,20
2017-08-28,Serious injury accident,13
2017-08-29,Fatal accident,1
2017-08-29,Other injury accident,19
2017-08-29,Serious injury accident,6
2017-08-30,Other injury accident,29
2017-08-30,Serious injury accident,4
2017-08-31,Other injury accident,22
2017-08-31,Serious injury accident,13
2017-09-01,Fatal accident,1
2017-09-01,Other injury accident,32
2017-09-01,Serious injury accident,4
2017-09-02,Fatal accident,1
2017-09-02,Other injury accident,15
2017-09-02,Serious injury accident,6
2017-09-03,Fatal accident,3
2017-09-03,Other injury accident,16
2017-09-03,Serious injury accident,3
2017-09-04,Fatal accident,1
2017-09-04,Other injury accident,24
2017-09-04,Serious injury accident,6
2017-09-05,Other injury accident,21
2017-09-05,Serious injury accident,4
2017-09-06,Other injury accident,16
2017-09-06,Serious injury accident,7
2017-09-07,Fatal accident,1
2017-09-07,Other injury accident,20
2017-09-07,Serious injury accident,5
2017-09-08,Fatal accident,1
2017-09-08,Other injury accident,21
2017-09-08,Serious injury accident,5
2017-09-09,Fatal accident,1
2017-09-09,Other injury accident,21
2017-09-09,Serious injury accident,12
2017-09-10,Fatal accident,1
2017-09-10,Other injury accident,17
